tid1,tid2,weight
18rQjB8xZ46yx4ZXbytc18,6MDLO5bi8mGexqSwF9KmpH,1.0
18rQjB8xZ46yx4ZXbytc18,4vTCp3sD36YIm2PsJ1w5CT,0.5
18rQjB8xZ46yx4ZXbytc18,49fueUd2ik003xurF75RB6,0.25
7vFgyZcyz3Db1X4S0RNOEA,4HA4lfsAf9h1loCFZVs40D,1.0
7vFgyZcyz3Db1X4S0RNOEA,7zli6jp0kEVxIa51A7TCKr,0.5
7vFgyZcyz3Db1X4S0RNOEA,66UI237YMw6AL6S72FGKND,0.25
4HA4lfsAf9h1loCFZVs40D,7zli6jp0kEVxIa51A7TCKr,1.0
4HA4lfsAf9h1loCFZVs40D,66UI237YMw6AL6S72FGKND,0.5
4HA4lfsAf9h1loCFZVs40D,5iCdECVcGtR2DMEjPM92yn,0.25
7zli6jp0kEVxIa51A7TCKr,66UI237YMw6AL6S72FGKND,1.0
7zli6jp0kEVxIa51A7TCKr,5iCdECVcGtR2DMEjPM92yn,0.5
7zli6jp0kEVxIa51A7TCKr,6KX9OBcB9yiCiu4deWRPsh,0.25
66UI237YMw6AL6S72FGKND,5iCdECVcGtR2DMEjPM92yn,1.0
66UI237YMw6AL6S72FGKND,6KX9OBcB9yiCiu4deWRPsh,0.5
66UI237YMw6AL6S72FGKND,3YpZCyr3OOQsASKaUUzrQ2,0.25
5iCdECVcGtR2DMEjPM92yn,6KX9OBcB9yiCiu4deWRPsh,1.0
5iCdECVcGtR2DMEjPM92yn,3YpZCyr3OOQsASKaUUzrQ2,0.5
5iCdECVcGtR2DMEjPM92yn,7yZTPEXSUqWw7sEYKKDv2N,0.25
6KX9OBcB9yiCiu4deWRPsh,3YpZCyr3OOQsASKaUUzrQ2,1.0
6KX9OBcB9yiCiu4deWRPsh,7yZTPEXSUqWw7sEYKKDv2N,0.5
6KX9OBcB9yiCiu4deWRPsh,6so48MMmpvNnVW0SIJMhiP,0.25
3YpZCyr3OOQsASKaUUzrQ2,7yZTPEXSUqWw7sEYKKDv2N,1.0
3YpZCyr3OOQsASKaUUzrQ2,6so48MMmpvNnVW0SIJMhiP,0.5
3YpZCyr3OOQsASKaUUzrQ2,242xSYKIw1ZUF1lopmUwyk,0.25
7yZTPEXSUqWw7sEYKKDv2N,6so48MMmpvNnVW0SIJMhiP,1.0
7yZTPEXSUqWw7sEYKKDv2N,242xSYKIw1ZUF1lopmUwyk,0.5
7yZTPEXSUqWw7sEYKKDv2N,5cZpwmXGzDvBDX9Iv6wXzx,0.25
6so48MMmpvNnVW0SIJMhiP,242xSYKIw1ZUF1lopmUwyk,1.0
6so48MMmpvNnVW0SIJMhiP,5cZpwmXGzDvBDX9Iv6wXzx,0.5
6so48MMmpvNnVW0SIJMhiP,5p7GiBZNL1afJJDUrOA6C8,0.25
242xSYKIw1ZUF1lopmUwyk,5cZpwmXGzDvBDX9Iv6wXzx,1.0
242xSYKIw1ZUF1lopmUwyk,5p7GiBZNL1afJJDUrOA6C8,0.5
242xSYKIw1ZUF1lopmUwyk,4gT3mNJA8lnlkYFqGZ8IA2,0.25
5cZpwmXGzDvBDX9Iv6wXzx,5p7GiBZNL1afJJDUrOA6C8,1.0
5cZpwmXGzDvBDX9Iv6wXzx,4gT3mNJA8lnlkYFqGZ8IA2,0.5
5cZpwmXGzDvBDX9Iv6wXzx,1HGSEG87jSSNAjUZWTFE1y,0.25
5p7GiBZNL1afJJDUrOA6C8,4gT3mNJA8lnlkYFqGZ8IA2,1.0
5p7GiBZNL1afJJDUrOA6C8,1HGSEG87jSSNAjUZWTFE1y,0.5
5p7GiBZNL1afJJDUrOA6C8,0r1sOGFlp5or50ez2NQr95,0.25
3n69hLUdIsSa1WlRmjMZlW,6TVF3IDy7LpY0oBQl9RY07,1.0
3n69hLUdIsSa1WlRmjMZlW,0r1sOGFlp5or50ez2NQr95,0.5
3n69hLUdIsSa1WlRmjMZlW,1tdmrgGO5H0zWRkNqT6UT4,0.25
6TVF3IDy7LpY0oBQl9RY07,0r1sOGFlp5or50ez2NQr95,1.0
6TVF3IDy7LpY0oBQl9RY07,1tdmrgGO5H0zWRkNqT6UT4,0.5
6TVF3IDy7LpY0oBQl9RY07,6rtwULJIwFVMSU0g4FY6zf,0.25
0r1sOGFlp5or50ez2NQr95,1tdmrgGO5H0zWRkNqT6UT4,1.0
0r1sOGFlp5or50ez2NQr95,6rtwULJIwFVMSU0g4FY6zf,0.5
0r1sOGFlp5or50ez2NQr95,6MDLO5bi8mGexqSwF9KmpH,0.25
1tdmrgGO5H0zWRkNqT6UT4,6rtwULJIwFVMSU0g4FY6zf,1.0
1tdmrgGO5H0zWRkNqT6UT4,6MDLO5bi8mGexqSwF9KmpH,0.5
1tdmrgGO5H0zWRkNqT6UT4,1oMkIvU8YIStqZ3KARcl5I,0.25
6rtwULJIwFVMSU0g4FY6zf,6MDLO5bi8mGexqSwF9KmpH,1.0
6rtwULJIwFVMSU0g4FY6zf,1oMkIvU8YIStqZ3KARcl5I,0.5
6rtwULJIwFVMSU0g4FY6zf,3fQzTeYA61gdP4XN9vK7rb,0.25
6MDLO5bi8mGexqSwF9KmpH,1oMkIvU8YIStqZ3KARcl5I,1.0
6MDLO5bi8mGexqSwF9KmpH,3fQzTeYA61gdP4XN9vK7rb,0.5
6MDLO5bi8mGexqSwF9KmpH,4riDfclV7kPDT9D58FpmHd,0.25
1oMkIvU8YIStqZ3KARcl5I,3fQzTeYA61gdP4XN9vK7rb,1.0
1oMkIvU8YIStqZ3KARcl5I,4riDfclV7kPDT9D58FpmHd,0.5
1oMkIvU8YIStqZ3KARcl5I,0djnjvuq3Lg71aZ3UK61D3,0.25
3fQzTeYA61gdP4XN9vK7rb,4riDfclV7kPDT9D58FpmHd,1.0
3fQzTeYA61gdP4XN9vK7rb,0djnjvuq3Lg71aZ3UK61D3,0.5
3fQzTeYA61gdP4XN9vK7rb,1Gcg62WCWynIyjilpHFYTJ,0.25
4riDfclV7kPDT9D58FpmHd,0djnjvuq3Lg71aZ3UK61D3,1.0
4riDfclV7kPDT9D58FpmHd,1Gcg62WCWynIyjilpHFYTJ,0.5
4riDfclV7kPDT9D58FpmHd,6ZF2mJIitGF3XWaHxz8Mjw,0.25
0djnjvuq3Lg71aZ3UK61D3,1Gcg62WCWynIyjilpHFYTJ,1.0
0djnjvuq3Lg71aZ3UK61D3,6ZF2mJIitGF3XWaHxz8Mjw,0.5
0djnjvuq3Lg71aZ3UK61D3,2mR7rBYfObmaGrQWHIBQHv,0.25
6MDLO5bi8mGexqSwF9KmpH,1R6nmC4HUGOGSKU02Wqa0v,1.0
6MDLO5bi8mGexqSwF9KmpH,6MDLO5bi8mGexqSwF9KmpH,0.5
6MDLO5bi8mGexqSwF9KmpH,1tdmrgGO5H0zWRkNqT6UT4,0.25
1R6nmC4HUGOGSKU02Wqa0v,6MDLO5bi8mGexqSwF9KmpH,1.0
1R6nmC4HUGOGSKU02Wqa0v,1tdmrgGO5H0zWRkNqT6UT4,0.5
1R6nmC4HUGOGSKU02Wqa0v,6rtwULJIwFVMSU0g4FY6zf,0.25
6MDLO5bi8mGexqSwF9KmpH,1tdmrgGO5H0zWRkNqT6UT4,1.0
6MDLO5bi8mGexqSwF9KmpH,6rtwULJIwFVMSU0g4FY6zf,0.5
6MDLO5bi8mGexqSwF9KmpH,49fueUd2ik003xurF75RB6,0.25
1tdmrgGO5H0zWRkNqT6UT4,6rtwULJIwFVMSU0g4FY6zf,1.0
1tdmrgGO5H0zWRkNqT6UT4,49fueUd2ik003xurF75RB6,0.5
1tdmrgGO5H0zWRkNqT6UT4,6efkcs2aUBMFKxl0cl2JWQ,0.25
6rtwULJIwFVMSU0g4FY6zf,49fueUd2ik003xurF75RB6,1.0
6rtwULJIwFVMSU0g4FY6zf,6efkcs2aUBMFKxl0cl2JWQ,0.5
6rtwULJIwFVMSU0g4FY6zf,5W080sGnxUROqtv6tL5m07,0.25
49fueUd2ik003xurF75RB6,6efkcs2aUBMFKxl0cl2JWQ,1.0
49fueUd2ik003xurF75RB6,5W080sGnxUROqtv6tL5m07,0.5
49fueUd2ik003xurF75RB6,1TYdUvbfiNxhUOUULpJYHx,0.25
6efkcs2aUBMFKxl0cl2JWQ,5W080sGnxUROqtv6tL5m07,1.0
6efkcs2aUBMFKxl0cl2JWQ,1TYdUvbfiNxhUOUULpJYHx,0.5
6efkcs2aUBMFKxl0cl2JWQ,0MZuJcPrGNzu3TVxafDMyB,0.25
03sEEzFv7vnD54KRwU47Ue,7FXj7qI1rSovFpvVjleUrE,1.0
03sEEzFv7vnD54KRwU47Ue,6rtwULJIwFVMSU0g4FY6zf,0.5
03sEEzFv7vnD54KRwU47Ue,0SSYId9APdlTyWRwcXPky3,0.25
7FXj7qI1rSovFpvVjleUrE,6rtwULJIwFVMSU0g4FY6zf,1.0
7FXj7qI1rSovFpvVjleUrE,0SSYId9APdlTyWRwcXPky3,0.5
7FXj7qI1rSovFpvVjleUrE,3qT1rUsSg9Qf43YMFwX4vm,0.25
6rtwULJIwFVMSU0g4FY6zf,0SSYId9APdlTyWRwcXPky3,1.0
6rtwULJIwFVMSU0g4FY6zf,3qT1rUsSg9Qf43YMFwX4vm,0.5
6rtwULJIwFVMSU0g4FY6zf,36zo4OJWNRgABwaf8QXWoP,0.25
0SSYId9APdlTyWRwcXPky3,3qT1rUsSg9Qf43YMFwX4vm,1.0
0SSYId9APdlTyWRwcXPky3,36zo4OJWNRgABwaf8QXWoP,0.5
0SSYId9APdlTyWRwcXPky3,5ICdHl6m8XMMZbvAR3fylo,0.25
2IwBYAfqI7e1RRB8iJAW6J,6mBfiNcw9LES1qAaq2HFlS,1.0
2IwBYAfqI7e1RRB8iJAW6J,6R1qYGx8abmNGz0yPNQQpL,0.5
2IwBYAfqI7e1RRB8iJAW6J,2AuBG5qPspUXiwE02r6nVP,0.25
6mBfiNcw9LES1qAaq2HFlS,6R1qYGx8abmNGz0yPNQQpL,1.0
6mBfiNcw9LES1qAaq2HFlS,2AuBG5qPspUXiwE02r6nVP,0.5
6mBfiNcw9LES1qAaq2HFlS,2OuPR1aeHm3oZcvjarDDow,0.25
5McUWmzhUy41Sbibtvk2Zw,2RXwaxD5vfbNjsu5FPWb46,1.0
5McUWmzhUy41Sbibtvk2Zw,0fDFzVTG8c2fW9EM5f1RHM,0.5
5McUWmzhUy41Sbibtvk2Zw,7qPdc4CH1GGZaHBImyoZ69,0.25
2RXwaxD5vfbNjsu5FPWb46,0fDFzVTG8c2fW9EM5f1RHM,1.0
2RXwaxD5vfbNjsu5FPWb46,7qPdc4CH1GGZaHBImyoZ69,0.5
2RXwaxD5vfbNjsu5FPWb46,25SJaCCPiosugnlY53VhRG,0.25
0fDFzVTG8c2fW9EM5f1RHM,7qPdc4CH1GGZaHBImyoZ69,1.0
0fDFzVTG8c2fW9EM5f1RHM,25SJaCCPiosugnlY53VhRG,0.5
0fDFzVTG8c2fW9EM5f1RHM,1s5wRbjKYS4PwvRiUDGtVt,0.25
7qPdc4CH1GGZaHBImyoZ69,25SJaCCPiosugnlY53VhRG,1.0
7qPdc4CH1GGZaHBImyoZ69,1s5wRbjKYS4PwvRiUDGtVt,0.5
7qPdc4CH1GGZaHBImyoZ69,5VarZFY00sO54HErJ3TPCI,0.25
25SJaCCPiosugnlY53VhRG,1s5wRbjKYS4PwvRiUDGtVt,1.0
25SJaCCPiosugnlY53VhRG,5VarZFY00sO54HErJ3TPCI,0.5
25SJaCCPiosugnlY53VhRG,3tTsHrJBgM1tfqE6eFMDQ5,0.25
1s5wRbjKYS4PwvRiUDGtVt,5VarZFY00sO54HErJ3TPCI,1.0
1s5wRbjKYS4PwvRiUDGtVt,3tTsHrJBgM1tfqE6eFMDQ5,0.5
1s5wRbjKYS4PwvRiUDGtVt,6rpi77GqamZNoltbZ5ksdi,0.25
5VarZFY00sO54HErJ3TPCI,3tTsHrJBgM1tfqE6eFMDQ5,1.0
5VarZFY00sO54HErJ3TPCI,6rpi77GqamZNoltbZ5ksdi,0.5
5VarZFY00sO54HErJ3TPCI,7KwJrAQMoJyUEBes3evMLv,0.25
3tTsHrJBgM1tfqE6eFMDQ5,6rpi77GqamZNoltbZ5ksdi,1.0
3tTsHrJBgM1tfqE6eFMDQ5,7KwJrAQMoJyUEBes3evMLv,0.5
3tTsHrJBgM1tfqE6eFMDQ5,1osYkIYegkLLnPutvItBta,0.25
6rpi77GqamZNoltbZ5ksdi,7KwJrAQMoJyUEBes3evMLv,1.0
6rpi77GqamZNoltbZ5ksdi,1osYkIYegkLLnPutvItBta,0.5
6rpi77GqamZNoltbZ5ksdi,14q1CWouLEjFT6zu5re8hR,0.25
7KwJrAQMoJyUEBes3evMLv,1osYkIYegkLLnPutvItBta,1.0
7KwJrAQMoJyUEBes3evMLv,14q1CWouLEjFT6zu5re8hR,0.5
7KwJrAQMoJyUEBes3evMLv,6bwWYNvvCLpE2QfpbfmnXK,0.25
1osYkIYegkLLnPutvItBta,14q1CWouLEjFT6zu5re8hR,1.0
1osYkIYegkLLnPutvItBta,6bwWYNvvCLpE2QfpbfmnXK,0.5
1osYkIYegkLLnPutvItBta,1eXlyZrOqe00FBVo7DhRTk,0.25
14q1CWouLEjFT6zu5re8hR,6bwWYNvvCLpE2QfpbfmnXK,1.0
14q1CWouLEjFT6zu5re8hR,1eXlyZrOqe00FBVo7DhRTk,0.5
14q1CWouLEjFT6zu5re8hR,3u9AaQ0IiJE8y2xPGuyoi3,0.25
6bwWYNvvCLpE2QfpbfmnXK,1eXlyZrOqe00FBVo7DhRTk,1.0
6bwWYNvvCLpE2QfpbfmnXK,3u9AaQ0IiJE8y2xPGuyoi3,0.5
6bwWYNvvCLpE2QfpbfmnXK,5tQkgG7unCiJxaOFp5yc5O,0.25
1eXlyZrOqe00FBVo7DhRTk,3u9AaQ0IiJE8y2xPGuyoi3,1.0
1eXlyZrOqe00FBVo7DhRTk,5tQkgG7unCiJxaOFp5yc5O,0.5
1eXlyZrOqe00FBVo7DhRTk,11W3dA4aWB4NsbucZhxa57,0.25
3u9AaQ0IiJE8y2xPGuyoi3,5tQkgG7unCiJxaOFp5yc5O,1.0
3u9AaQ0IiJE8y2xPGuyoi3,11W3dA4aWB4NsbucZhxa57,0.5
3u9AaQ0IiJE8y2xPGuyoi3,71U7k9l1euqfmGMiAddU9O,0.25
5tQkgG7unCiJxaOFp5yc5O,11W3dA4aWB4NsbucZhxa57,1.0
5tQkgG7unCiJxaOFp5yc5O,71U7k9l1euqfmGMiAddU9O,0.5
5tQkgG7unCiJxaOFp5yc5O,0NfSMz5gjgVnLUzRHyHLVW,0.25
11W3dA4aWB4NsbucZhxa57,71U7k9l1euqfmGMiAddU9O,1.0
11W3dA4aWB4NsbucZhxa57,0NfSMz5gjgVnLUzRHyHLVW,0.5
11W3dA4aWB4NsbucZhxa57,0xzJttTWG2szqdIORse5Sy,0.25
71U7k9l1euqfmGMiAddU9O,0NfSMz5gjgVnLUzRHyHLVW,1.0
71U7k9l1euqfmGMiAddU9O,0xzJttTWG2szqdIORse5Sy,0.5
71U7k9l1euqfmGMiAddU9O,4wnQEnWsfIFJu21rxtclv2,0.25
0NfSMz5gjgVnLUzRHyHLVW,0xzJttTWG2szqdIORse5Sy,1.0
0NfSMz5gjgVnLUzRHyHLVW,4wnQEnWsfIFJu21rxtclv2,0.5
0NfSMz5gjgVnLUzRHyHLVW,6QuSmqMucDaHvpYncC01dp,0.25
0xzJttTWG2szqdIORse5Sy,4wnQEnWsfIFJu21rxtclv2,1.0
0xzJttTWG2szqdIORse5Sy,6QuSmqMucDaHvpYncC01dp,0.5
0xzJttTWG2szqdIORse5Sy,6QAAR68b3RU8PHKZ0CTK9D,0.25
4wnQEnWsfIFJu21rxtclv2,6QuSmqMucDaHvpYncC01dp,1.0
4wnQEnWsfIFJu21rxtclv2,6QAAR68b3RU8PHKZ0CTK9D,0.5
4wnQEnWsfIFJu21rxtclv2,57QZeBhHRLiWhIpjHvKtND,0.25
383kL0qjp5qFa09J2ekjr2,01yN7uIWsxLxtNieUZiSF7,1.0
383kL0qjp5qFa09J2ekjr2,49fueUd2ik003xurF75RB6,0.5
383kL0qjp5qFa09J2ekjr2,1MJ5f5EYBC92ADD6xcz7nb,0.25
01yN7uIWsxLxtNieUZiSF7,49fueUd2ik003xurF75RB6,1.0
01yN7uIWsxLxtNieUZiSF7,1MJ5f5EYBC92ADD6xcz7nb,0.5
01yN7uIWsxLxtNieUZiSF7,2prHMFvkekTqqFdB5r6QJJ,0.25
49fueUd2ik003xurF75RB6,1MJ5f5EYBC92ADD6xcz7nb,1.0
49fueUd2ik003xurF75RB6,2prHMFvkekTqqFdB5r6QJJ,0.5
49fueUd2ik003xurF75RB6,4gT3mNJA8lnlkYFqGZ8IA2,0.25
1MJ5f5EYBC92ADD6xcz7nb,2prHMFvkekTqqFdB5r6QJJ,1.0
1MJ5f5EYBC92ADD6xcz7nb,4gT3mNJA8lnlkYFqGZ8IA2,0.5
1MJ5f5EYBC92ADD6xcz7nb,0pasRfUCkzF2RrxrljlhsT,0.25
0q3e8Pgy4sgy1dzq5JIWVC,0BSPhsCKfwENstErymcD80,1.0
0q3e8Pgy4sgy1dzq5JIWVC,6w9zex3lLDwzmvu12LDpJw,0.5
0q3e8Pgy4sgy1dzq5JIWVC,1ora7jNRx7tv7yjANfGu1u,0.25
0BSPhsCKfwENstErymcD80,6w9zex3lLDwzmvu12LDpJw,1.0
0BSPhsCKfwENstErymcD80,1ora7jNRx7tv7yjANfGu1u,0.5
0BSPhsCKfwENstErymcD80,73J9c2eypnv5b78aIEo6Qz,0.25
6w9zex3lLDwzmvu12LDpJw,1ora7jNRx7tv7yjANfGu1u,1.0
6w9zex3lLDwzmvu12LDpJw,73J9c2eypnv5b78aIEo6Qz,0.5
6w9zex3lLDwzmvu12LDpJw,4l6Ni4ym9y3am94yvuKHcY,0.25
3rgDLgtdQ7p3ZMgXZuhHdX,5rgoXdqJ2kHbnIkJY53BTg,1.0
3rgDLgtdQ7p3ZMgXZuhHdX,6q0lrF6DdRjXohjaWOhBv8,0.5
3rgDLgtdQ7p3ZMgXZuhHdX,0F4JfiP9oNpX5s7u6jOs72,0.25
5rgoXdqJ2kHbnIkJY53BTg,6q0lrF6DdRjXohjaWOhBv8,1.0
5rgoXdqJ2kHbnIkJY53BTg,0F4JfiP9oNpX5s7u6jOs72,0.5
5rgoXdqJ2kHbnIkJY53BTg,3xOzP2Aa1BHjK0WxSNqyig,0.25
6q0lrF6DdRjXohjaWOhBv8,0F4JfiP9oNpX5s7u6jOs72,1.0
6q0lrF6DdRjXohjaWOhBv8,3xOzP2Aa1BHjK0WxSNqyig,0.5
6q0lrF6DdRjXohjaWOhBv8,2NEby4MW3jZHQ2sO1BI6vI,0.25
0F4JfiP9oNpX5s7u6jOs72,3xOzP2Aa1BHjK0WxSNqyig,1.0
0F4JfiP9oNpX5s7u6jOs72,2NEby4MW3jZHQ2sO1BI6vI,0.5
0F4JfiP9oNpX5s7u6jOs72,3bR58OxtViGfRERW0NQTQv,0.25
3xOzP2Aa1BHjK0WxSNqyig,2NEby4MW3jZHQ2sO1BI6vI,1.0
3xOzP2Aa1BHjK0WxSNqyig,3bR58OxtViGfRERW0NQTQv,0.5
3xOzP2Aa1BHjK0WxSNqyig,7LgNXYTZrKhEeVpH4iRUNw,0.25
2NEby4MW3jZHQ2sO1BI6vI,3bR58OxtViGfRERW0NQTQv,1.0
2NEby4MW3jZHQ2sO1BI6vI,7LgNXYTZrKhEeVpH4iRUNw,0.5
2NEby4MW3jZHQ2sO1BI6vI,23BC08XRevVsQ9o8k4YetF,0.25
0HAHp6TRszqzXnZx5SMQIo,2W52EYOY4jbGgQPSdhBQau,1.0
0HAHp6TRszqzXnZx5SMQIo,0ryUcfZ9p8qMUzYXXAnYLf,0.5
0HAHp6TRszqzXnZx5SMQIo,5rgoXdqJ2kHbnIkJY53BTg,0.25
2W52EYOY4jbGgQPSdhBQau,0ryUcfZ9p8qMUzYXXAnYLf,1.0
2W52EYOY4jbGgQPSdhBQau,5rgoXdqJ2kHbnIkJY53BTg,0.5
2W52EYOY4jbGgQPSdhBQau,2GxGHdkQCorcHjOHFfIrZa,0.25
0ryUcfZ9p8qMUzYXXAnYLf,5rgoXdqJ2kHbnIkJY53BTg,1.0
0ryUcfZ9p8qMUzYXXAnYLf,2GxGHdkQCorcHjOHFfIrZa,0.5
0ryUcfZ9p8qMUzYXXAnYLf,7pv80uUHfocFqfTytu1MVi,0.25
2zk7TQx9Xa4yxYmsjgDCPp,3kAanyOEw5Ee4zwxqG2scM,1.0
2zk7TQx9Xa4yxYmsjgDCPp,0S4YysfsVExB7oX0tairoB,0.5
2zk7TQx9Xa4yxYmsjgDCPp,6p55IyL3J4at7aXW0vnTBs,0.25
4b2rTEG9vXwNYikfSDUdsP,1wSLX9nWj4EsvWwv4275HR,1.0
4b2rTEG9vXwNYikfSDUdsP,7wZIqkXJOFzhr49aWNpsTw,0.5
4b2rTEG9vXwNYikfSDUdsP,0L69GfeRq90IeRGwRXQH6g,0.25
1wSLX9nWj4EsvWwv4275HR,7wZIqkXJOFzhr49aWNpsTw,1.0
1wSLX9nWj4EsvWwv4275HR,0L69GfeRq90IeRGwRXQH6g,0.5
1wSLX9nWj4EsvWwv4275HR,3jqg8gLVlGau6SyespptqN,0.25
7wZIqkXJOFzhr49aWNpsTw,0L69GfeRq90IeRGwRXQH6g,1.0
7wZIqkXJOFzhr49aWNpsTw,3jqg8gLVlGau6SyespptqN,0.5
7wZIqkXJOFzhr49aWNpsTw,65SKbD0vQuoiXoijqQ9lii,0.25
0L69GfeRq90IeRGwRXQH6g,3jqg8gLVlGau6SyespptqN,1.0
0L69GfeRq90IeRGwRXQH6g,65SKbD0vQuoiXoijqQ9lii,0.5
0L69GfeRq90IeRGwRXQH6g,5dcZUsgcMW57ju0A379O7c,0.25
3jqg8gLVlGau6SyespptqN,65SKbD0vQuoiXoijqQ9lii,1.0
3jqg8gLVlGau6SyespptqN,5dcZUsgcMW57ju0A379O7c,0.5
3jqg8gLVlGau6SyespptqN,3I0FBDc1c1BLNtXWKVjmFg,0.25
65SKbD0vQuoiXoijqQ9lii,5dcZUsgcMW57ju0A379O7c,1.0
65SKbD0vQuoiXoijqQ9lii,3I0FBDc1c1BLNtXWKVjmFg,0.5
65SKbD0vQuoiXoijqQ9lii,6ncNLU982iaD9WFb2gTwKd,0.25
5dcZUsgcMW57ju0A379O7c,3I0FBDc1c1BLNtXWKVjmFg,1.0
5dcZUsgcMW57ju0A379O7c,6ncNLU982iaD9WFb2gTwKd,0.5
5dcZUsgcMW57ju0A379O7c,7sr74Bz3GBTNMQe1m4F5Ut,0.25
1xnZssHiiOxlQRYRgpGD1N,2mR7rBYfObmaGrQWHIBQHv,1.0
1xnZssHiiOxlQRYRgpGD1N,2JEdPACPOWnh9VsnlmCtsl,0.5
1xnZssHiiOxlQRYRgpGD1N,0ryUcfZ9p8qMUzYXXAnYLf,0.25
2mR7rBYfObmaGrQWHIBQHv,2JEdPACPOWnh9VsnlmCtsl,1.0
2mR7rBYfObmaGrQWHIBQHv,0ryUcfZ9p8qMUzYXXAnYLf,0.5
2mR7rBYfObmaGrQWHIBQHv,2ZPZvMqvT6JuUcm2WIt3Pe,0.25
2JEdPACPOWnh9VsnlmCtsl,0ryUcfZ9p8qMUzYXXAnYLf,1.0
2JEdPACPOWnh9VsnlmCtsl,2ZPZvMqvT6JuUcm2WIt3Pe,0.5
2JEdPACPOWnh9VsnlmCtsl,228nYWqXzsBS9Ha0SIpM7q,0.25
1Y63rJLx2KbigqvlXXwRNX,1YnhmaHKpNEroXiGqc3BLT,1.0
1Y63rJLx2KbigqvlXXwRNX,5cpB6MXX1RmdVHnTLcKtHC,0.5
1Y63rJLx2KbigqvlXXwRNX,2VBMkgIQ2cT2uReXjniWsS,0.25
1YnhmaHKpNEroXiGqc3BLT,5cpB6MXX1RmdVHnTLcKtHC,1.0
1YnhmaHKpNEroXiGqc3BLT,2VBMkgIQ2cT2uReXjniWsS,0.5
1YnhmaHKpNEroXiGqc3BLT,0TACyW6ygrDnma7UVOL4Nn,0.25
5cpB6MXX1RmdVHnTLcKtHC,2VBMkgIQ2cT2uReXjniWsS,1.0
5cpB6MXX1RmdVHnTLcKtHC,0TACyW6ygrDnma7UVOL4Nn,0.5
5cpB6MXX1RmdVHnTLcKtHC,3I8yVFjvJoOBM9tX4ZpxEL,0.25
2VBMkgIQ2cT2uReXjniWsS,0TACyW6ygrDnma7UVOL4Nn,1.0
2VBMkgIQ2cT2uReXjniWsS,3I8yVFjvJoOBM9tX4ZpxEL,0.5
2VBMkgIQ2cT2uReXjniWsS,0f4g2DEM4CKzyOGCWKRMmL,0.25
0TACyW6ygrDnma7UVOL4Nn,3I8yVFjvJoOBM9tX4ZpxEL,1.0
0TACyW6ygrDnma7UVOL4Nn,0f4g2DEM4CKzyOGCWKRMmL,0.5
0TACyW6ygrDnma7UVOL4Nn,1P3eYnB5KiF4S2qZ7iQnOP,0.25
3I8yVFjvJoOBM9tX4ZpxEL,0f4g2DEM4CKzyOGCWKRMmL,1.0
3I8yVFjvJoOBM9tX4ZpxEL,1P3eYnB5KiF4S2qZ7iQnOP,0.5
3I8yVFjvJoOBM9tX4ZpxEL,2rkQoNHHSSeMF2S2Gmd3yw,0.25
0f4g2DEM4CKzyOGCWKRMmL,1P3eYnB5KiF4S2qZ7iQnOP,1.0
0f4g2DEM4CKzyOGCWKRMmL,2rkQoNHHSSeMF2S2Gmd3yw,0.5
0f4g2DEM4CKzyOGCWKRMmL,295X1Unp68kEphhkqdmibY,0.25
1P3eYnB5KiF4S2qZ7iQnOP,2rkQoNHHSSeMF2S2Gmd3yw,1.0
1P3eYnB5KiF4S2qZ7iQnOP,295X1Unp68kEphhkqdmibY,0.5
1P3eYnB5KiF4S2qZ7iQnOP,3InFcD65QGmnAC5NiFMEG9,0.25
2rkQoNHHSSeMF2S2Gmd3yw,295X1Unp68kEphhkqdmibY,1.0
2rkQoNHHSSeMF2S2Gmd3yw,3InFcD65QGmnAC5NiFMEG9,0.5
2rkQoNHHSSeMF2S2Gmd3yw,2mR7rBYfObmaGrQWHIBQHv,0.25
295X1Unp68kEphhkqdmibY,3InFcD65QGmnAC5NiFMEG9,1.0
295X1Unp68kEphhkqdmibY,2mR7rBYfObmaGrQWHIBQHv,0.5
295X1Unp68kEphhkqdmibY,0yZYzvcDYJBwSvXCBOCXwX,0.25
3InFcD65QGmnAC5NiFMEG9,2mR7rBYfObmaGrQWHIBQHv,1.0
3InFcD65QGmnAC5NiFMEG9,0yZYzvcDYJBwSvXCBOCXwX,0.5
3InFcD65QGmnAC5NiFMEG9,6ncNLU982iaD9WFb2gTwKd,0.25
2mR7rBYfObmaGrQWHIBQHv,0yZYzvcDYJBwSvXCBOCXwX,1.0
2mR7rBYfObmaGrQWHIBQHv,6ncNLU982iaD9WFb2gTwKd,0.5
2mR7rBYfObmaGrQWHIBQHv,0AFLmw7dnTeg6iNSjY9Qyi,0.25
0yZYzvcDYJBwSvXCBOCXwX,6ncNLU982iaD9WFb2gTwKd,1.0
0yZYzvcDYJBwSvXCBOCXwX,0AFLmw7dnTeg6iNSjY9Qyi,0.5
0yZYzvcDYJBwSvXCBOCXwX,5iDz8YQok0VO7Gxp8Pmq41,0.25
6ncNLU982iaD9WFb2gTwKd,0AFLmw7dnTeg6iNSjY9Qyi,1.0
6ncNLU982iaD9WFb2gTwKd,5iDz8YQok0VO7Gxp8Pmq41,0.5
6ncNLU982iaD9WFb2gTwKd,5RgriAx2GoIw4OGMH3UY7z,0.25
5rgoXdqJ2kHbnIkJY53BTg,2W52EYOY4jbGgQPSdhBQau,1.0
