tid1,tid2,weight
6so48MMmpvNnVW0SIJMhiP,5cZpwmXGzDvBDX9Iv6wXzx,0.5
242xSYKIw1ZUF1lopmUwyk,5cZpwmXGzDvBDX9Iv6wXzx,1.0
242xSYKIw1ZUF1lopmUwyk,5p7GiBZNL1afJJDUrOA6C8,0.5
5cZpwmXGzDvBDX9Iv6wXzx,5p7GiBZNL1afJJDUrOA6C8,1.0
5cZpwmXGzDvBDX9Iv6wXzx,4gT3mNJA8lnlkYFqGZ8IA2,0.5
5p7GiBZNL1afJJDUrOA6C8,4gT3mNJA8lnlkYFqGZ8IA2,1.0
5p7GiBZNL1afJJDUrOA6C8,1HGSEG87jSSNAjUZWTFE1y,0.5
4gT3mNJA8lnlkYFqGZ8IA2,1HGSEG87jSSNAjUZWTFE1y,1.0
4gT3mNJA8lnlkYFqGZ8IA2,0r1sOGFlp5or50ez2NQr95,0.5
1HGSEG87jSSNAjUZWTFE1y,0r1sOGFlp5or50ez2NQr95,1.0
1HGSEG87jSSNAjUZWTFE1y,0IabpxMpUV7waD7U4uDIMJ,0.5
3n69hLUdIsSa1WlRmjMZlW,6TVF3IDy7LpY0oBQl9RY07,1.0
3n69hLUdIsSa1WlRmjMZlW,0r1sOGFlp5or50ez2NQr95,0.5
6TVF3IDy7LpY0oBQl9RY07,0r1sOGFlp5or50ez2NQr95,1.0
6TVF3IDy7LpY0oBQl9RY07,1tdmrgGO5H0zWRkNqT6UT4,0.5
0r1sOGFlp5or50ez2NQr95,1tdmrgGO5H0zWRkNqT6UT4,1.0
0r1sOGFlp5or50ez2NQr95,6rtwULJIwFVMSU0g4FY6zf,0.5
1tdmrgGO5H0zWRkNqT6UT4,6rtwULJIwFVMSU0g4FY6zf,1.0
1tdmrgGO5H0zWRkNqT6UT4,6MDLO5bi8mGexqSwF9KmpH,0.5
6rtwULJIwFVMSU0g4FY6zf,6MDLO5bi8mGexqSwF9KmpH,1.0
6rtwULJIwFVMSU0g4FY6zf,1oMkIvU8YIStqZ3KARcl5I,0.5
6MDLO5bi8mGexqSwF9KmpH,1oMkIvU8YIStqZ3KARcl5I,1.0
6MDLO5bi8mGexqSwF9KmpH,3fQzTeYA61gdP4XN9vK7rb,0.5
1oMkIvU8YIStqZ3KARcl5I,3fQzTeYA61gdP4XN9vK7rb,1.0
1oMkIvU8YIStqZ3KARcl5I,4riDfclV7kPDT9D58FpmHd,0.5
3fQzTeYA61gdP4XN9vK7rb,4riDfclV7kPDT9D58FpmHd,1.0
3fQzTeYA61gdP4XN9vK7rb,0djnjvuq3Lg71aZ3UK61D3,0.5
4riDfclV7kPDT9D58FpmHd,0djnjvuq3Lg71aZ3UK61D3,1.0
4riDfclV7kPDT9D58FpmHd,1Gcg62WCWynIyjilpHFYTJ,0.5
0djnjvuq3Lg71aZ3UK61D3,1Gcg62WCWynIyjilpHFYTJ,1.0
0djnjvuq3Lg71aZ3UK61D3,6ZF2mJIitGF3XWaHxz8Mjw,0.5
1Gcg62WCWynIyjilpHFYTJ,6ZF2mJIitGF3XWaHxz8Mjw,1.0
1Gcg62WCWynIyjilpHFYTJ,2mR7rBYfObmaGrQWHIBQHv,0.5
6ZF2mJIitGF3XWaHxz8Mjw,2mR7rBYfObmaGrQWHIBQHv,1.0
6ZF2mJIitGF3XWaHxz8Mjw,72y9nLgVwQ8RvD04JkZAg5,0.5
1yyoECuzomr8VqgAWnMTPu,5GUvXUx0GbyBKO2f8yQxFn,1.0
1yyoECuzomr8VqgAWnMTPu,6R1qYGx8abmNGz0yPNQQpL,0.5
6MDLO5bi8mGexqSwF9KmpH,1R6nmC4HUGOGSKU02Wqa0v,1.0
6MDLO5bi8mGexqSwF9KmpH,6MDLO5bi8mGexqSwF9KmpH,0.5
1R6nmC4HUGOGSKU02Wqa0v,6MDLO5bi8mGexqSwF9KmpH,1.0
1R6nmC4HUGOGSKU02Wqa0v,1tdmrgGO5H0zWRkNqT6UT4,0.5
6MDLO5bi8mGexqSwF9KmpH,1tdmrgGO5H0zWRkNqT6UT4,1.0
6MDLO5bi8mGexqSwF9KmpH,6rtwULJIwFVMSU0g4FY6zf,0.5
1tdmrgGO5H0zWRkNqT6UT4,6rtwULJIwFVMSU0g4FY6zf,1.0
1tdmrgGO5H0zWRkNqT6UT4,49fueUd2ik003xurF75RB6,0.5
6rtwULJIwFVMSU0g4FY6zf,49fueUd2ik003xurF75RB6,1.0
6rtwULJIwFVMSU0g4FY6zf,6efkcs2aUBMFKxl0cl2JWQ,0.5
49fueUd2ik003xurF75RB6,6efkcs2aUBMFKxl0cl2JWQ,1.0
49fueUd2ik003xurF75RB6,5W080sGnxUROqtv6tL5m07,0.5
6efkcs2aUBMFKxl0cl2JWQ,5W080sGnxUROqtv6tL5m07,1.0
6efkcs2aUBMFKxl0cl2JWQ,1TYdUvbfiNxhUOUULpJYHx,0.5
5W080sGnxUROqtv6tL5m07,1TYdUvbfiNxhUOUULpJYHx,1.0
5W080sGnxUROqtv6tL5m07,0MZuJcPrGNzu3TVxafDMyB,0.5
1TYdUvbfiNxhUOUULpJYHx,0MZuJcPrGNzu3TVxafDMyB,1.0
1TYdUvbfiNxhUOUULpJYHx,01yN7uIWsxLxtNieUZiSF7,0.5
624w3LZtZ5Ij0N5LxhV5jx,2mR7rBYfObmaGrQWHIBQHv,1.0
624w3LZtZ5Ij0N5LxhV5jx,6R1qYGx8abmNGz0yPNQQpL,0.5
03sEEzFv7vnD54KRwU47Ue,7FXj7qI1rSovFpvVjleUrE,1.0
03sEEzFv7vnD54KRwU47Ue,6rtwULJIwFVMSU0g4FY6zf,0.5
7FXj7qI1rSovFpvVjleUrE,6rtwULJIwFVMSU0g4FY6zf,1.0
7FXj7qI1rSovFpvVjleUrE,0SSYId9APdlTyWRwcXPky3,0.5
6rtwULJIwFVMSU0g4FY6zf,0SSYId9APdlTyWRwcXPky3,1.0
6rtwULJIwFVMSU0g4FY6zf,3qT1rUsSg9Qf43YMFwX4vm,0.5
0SSYId9APdlTyWRwcXPky3,3qT1rUsSg9Qf43YMFwX4vm,1.0
0SSYId9APdlTyWRwcXPky3,36zo4OJWNRgABwaf8QXWoP,0.5
3qT1rUsSg9Qf43YMFwX4vm,36zo4OJWNRgABwaf8QXWoP,1.0
3qT1rUsSg9Qf43YMFwX4vm,5ICdHl6m8XMMZbvAR3fylo,0.5
36zo4OJWNRgABwaf8QXWoP,5ICdHl6m8XMMZbvAR3fylo,1.0
36zo4OJWNRgABwaf8QXWoP,5WQ51za703KiiBqWjF54Nm,0.5
2NxIp9jbmsnaIiAExWOEo0,7dDYobgpyZzWdOFdzoOkNp,1.0
2NxIp9jbmsnaIiAExWOEo0,7bp5DfkdK1OAvNJ1U4HfDA,0.5
7dDYobgpyZzWdOFdzoOkNp,7bp5DfkdK1OAvNJ1U4HfDA,1.0
7dDYobgpyZzWdOFdzoOkNp,3ayr466SicYLcMRSCuiOSL,0.5
2IwBYAfqI7e1RRB8iJAW6J,6mBfiNcw9LES1qAaq2HFlS,1.0
2IwBYAfqI7e1RRB8iJAW6J,6R1qYGx8abmNGz0yPNQQpL,0.5
6mBfiNcw9LES1qAaq2HFlS,6R1qYGx8abmNGz0yPNQQpL,1.0
6mBfiNcw9LES1qAaq2HFlS,2AuBG5qPspUXiwE02r6nVP,0.5
6R1qYGx8abmNGz0yPNQQpL,2AuBG5qPspUXiwE02r6nVP,1.0
6R1qYGx8abmNGz0yPNQQpL,2OuPR1aeHm3oZcvjarDDow,0.5
2AuBG5qPspUXiwE02r6nVP,2OuPR1aeHm3oZcvjarDDow,1.0
2AuBG5qPspUXiwE02r6nVP,3FQCunuHk5y4T1FLnlH3Fb,0.5
5McUWmzhUy41Sbibtvk2Zw,2RXwaxD5vfbNjsu5FPWb46,1.0
5McUWmzhUy41Sbibtvk2Zw,0fDFzVTG8c2fW9EM5f1RHM,0.5
2RXwaxD5vfbNjsu5FPWb46,0fDFzVTG8c2fW9EM5f1RHM,1.0
2RXwaxD5vfbNjsu5FPWb46,7qPdc4CH1GGZaHBImyoZ69,0.5
0fDFzVTG8c2fW9EM5f1RHM,7qPdc4CH1GGZaHBImyoZ69,1.0
0fDFzVTG8c2fW9EM5f1RHM,25SJaCCPiosugnlY53VhRG,0.5
7qPdc4CH1GGZaHBImyoZ69,25SJaCCPiosugnlY53VhRG,1.0
7qPdc4CH1GGZaHBImyoZ69,1s5wRbjKYS4PwvRiUDGtVt,0.5
25SJaCCPiosugnlY53VhRG,1s5wRbjKYS4PwvRiUDGtVt,1.0
25SJaCCPiosugnlY53VhRG,5VarZFY00sO54HErJ3TPCI,0.5
1s5wRbjKYS4PwvRiUDGtVt,5VarZFY00sO54HErJ3TPCI,1.0
1s5wRbjKYS4PwvRiUDGtVt,3tTsHrJBgM1tfqE6eFMDQ5,0.5
5VarZFY00sO54HErJ3TPCI,3tTsHrJBgM1tfqE6eFMDQ5,1.0
5VarZFY00sO54HErJ3TPCI,6rpi77GqamZNoltbZ5ksdi,0.5
3tTsHrJBgM1tfqE6eFMDQ5,6rpi77GqamZNoltbZ5ksdi,1.0
3tTsHrJBgM1tfqE6eFMDQ5,7KwJrAQMoJyUEBes3evMLv,0.5
6rpi77GqamZNoltbZ5ksdi,7KwJrAQMoJyUEBes3evMLv,1.0
6rpi77GqamZNoltbZ5ksdi,1osYkIYegkLLnPutvItBta,0.5
7KwJrAQMoJyUEBes3evMLv,1osYkIYegkLLnPutvItBta,1.0
7KwJrAQMoJyUEBes3evMLv,14q1CWouLEjFT6zu5re8hR,0.5
1osYkIYegkLLnPutvItBta,14q1CWouLEjFT6zu5re8hR,1.0
1osYkIYegkLLnPutvItBta,6bwWYNvvCLpE2QfpbfmnXK,0.5
14q1CWouLEjFT6zu5re8hR,6bwWYNvvCLpE2QfpbfmnXK,1.0
14q1CWouLEjFT6zu5re8hR,1eXlyZrOqe00FBVo7DhRTk,0.5
6bwWYNvvCLpE2QfpbfmnXK,1eXlyZrOqe00FBVo7DhRTk,1.0
6bwWYNvvCLpE2QfpbfmnXK,3u9AaQ0IiJE8y2xPGuyoi3,0.5
1eXlyZrOqe00FBVo7DhRTk,3u9AaQ0IiJE8y2xPGuyoi3,1.0
1eXlyZrOqe00FBVo7DhRTk,5tQkgG7unCiJxaOFp5yc5O,0.5
3u9AaQ0IiJE8y2xPGuyoi3,5tQkgG7unCiJxaOFp5yc5O,1.0
3u9AaQ0IiJE8y2xPGuyoi3,11W3dA4aWB4NsbucZhxa57,0.5
5tQkgG7unCiJxaOFp5yc5O,11W3dA4aWB4NsbucZhxa57,1.0
5tQkgG7unCiJxaOFp5yc5O,71U7k9l1euqfmGMiAddU9O,0.5
11W3dA4aWB4NsbucZhxa57,71U7k9l1euqfmGMiAddU9O,1.0
11W3dA4aWB4NsbucZhxa57,0NfSMz5gjgVnLUzRHyHLVW,0.5
71U7k9l1euqfmGMiAddU9O,0NfSMz5gjgVnLUzRHyHLVW,1.0
71U7k9l1euqfmGMiAddU9O,0xzJttTWG2szqdIORse5Sy,0.5
0NfSMz5gjgVnLUzRHyHLVW,0xzJttTWG2szqdIORse5Sy,1.0
0NfSMz5gjgVnLUzRHyHLVW,4wnQEnWsfIFJu21rxtclv2,0.5
0xzJttTWG2szqdIORse5Sy,4wnQEnWsfIFJu21rxtclv2,1.0
0xzJttTWG2szqdIORse5Sy,6QuSmqMucDaHvpYncC01dp,0.5
4wnQEnWsfIFJu21rxtclv2,6QuSmqMucDaHvpYncC01dp,1.0
4wnQEnWsfIFJu21rxtclv2,6QAAR68b3RU8PHKZ0CTK9D,0.5
6QuSmqMucDaHvpYncC01dp,6QAAR68b3RU8PHKZ0CTK9D,1.0
6QuSmqMucDaHvpYncC01dp,57QZeBhHRLiWhIpjHvKtND,0.5
6QAAR68b3RU8PHKZ0CTK9D,57QZeBhHRLiWhIpjHvKtND,1.0
6QAAR68b3RU8PHKZ0CTK9D,7u9wHuTweZBIlEGS1FizDj,0.5
383kL0qjp5qFa09J2ekjr2,01yN7uIWsxLxtNieUZiSF7,1.0
383kL0qjp5qFa09J2ekjr2,49fueUd2ik003xurF75RB6,0.5
01yN7uIWsxLxtNieUZiSF7,49fueUd2ik003xurF75RB6,1.0
01yN7uIWsxLxtNieUZiSF7,1MJ5f5EYBC92ADD6xcz7nb,0.5
49fueUd2ik003xurF75RB6,1MJ5f5EYBC92ADD6xcz7nb,1.0
49fueUd2ik003xurF75RB6,2prHMFvkekTqqFdB5r6QJJ,0.5
1MJ5f5EYBC92ADD6xcz7nb,2prHMFvkekTqqFdB5r6QJJ,1.0
1MJ5f5EYBC92ADD6xcz7nb,4gT3mNJA8lnlkYFqGZ8IA2,0.5
2prHMFvkekTqqFdB5r6QJJ,4gT3mNJA8lnlkYFqGZ8IA2,1.0
2prHMFvkekTqqFdB5r6QJJ,0pasRfUCkzF2RrxrljlhsT,0.5
4gT3mNJA8lnlkYFqGZ8IA2,0pasRfUCkzF2RrxrljlhsT,1.0
4gT3mNJA8lnlkYFqGZ8IA2,0725YWm6Z0TpZ6wrNk64Eb,0.5
0q3e8Pgy4sgy1dzq5JIWVC,0BSPhsCKfwENstErymcD80,1.0
0q3e8Pgy4sgy1dzq5JIWVC,6w9zex3lLDwzmvu12LDpJw,0.5
0BSPhsCKfwENstErymcD80,6w9zex3lLDwzmvu12LDpJw,1.0
0BSPhsCKfwENstErymcD80,1ora7jNRx7tv7yjANfGu1u,0.5
6w9zex3lLDwzmvu12LDpJw,1ora7jNRx7tv7yjANfGu1u,1.0
6w9zex3lLDwzmvu12LDpJw,73J9c2eypnv5b78aIEo6Qz,0.5
1ora7jNRx7tv7yjANfGu1u,73J9c2eypnv5b78aIEo6Qz,1.0
1ora7jNRx7tv7yjANfGu1u,4l6Ni4ym9y3am94yvuKHcY,0.5
73J9c2eypnv5b78aIEo6Qz,4l6Ni4ym9y3am94yvuKHcY,1.0
73J9c2eypnv5b78aIEo6Qz,7pv80uUHfocFqfTytu1MVi,0.5
3rgDLgtdQ7p3ZMgXZuhHdX,5rgoXdqJ2kHbnIkJY53BTg,1.0
3rgDLgtdQ7p3ZMgXZuhHdX,6q0lrF6DdRjXohjaWOhBv8,0.5
5rgoXdqJ2kHbnIkJY53BTg,6q0lrF6DdRjXohjaWOhBv8,1.0
5rgoXdqJ2kHbnIkJY53BTg,0F4JfiP9oNpX5s7u6jOs72,0.5
6q0lrF6DdRjXohjaWOhBv8,0F4JfiP9oNpX5s7u6jOs72,1.0
6q0lrF6DdRjXohjaWOhBv8,3xOzP2Aa1BHjK0WxSNqyig,0.5
0F4JfiP9oNpX5s7u6jOs72,3xOzP2Aa1BHjK0WxSNqyig,1.0
0F4JfiP9oNpX5s7u6jOs72,2NEby4MW3jZHQ2sO1BI6vI,0.5
3xOzP2Aa1BHjK0WxSNqyig,2NEby4MW3jZHQ2sO1BI6vI,1.0
3xOzP2Aa1BHjK0WxSNqyig,3bR58OxtViGfRERW0NQTQv,0.5
2NEby4MW3jZHQ2sO1BI6vI,3bR58OxtViGfRERW0NQTQv,1.0
2NEby4MW3jZHQ2sO1BI6vI,7LgNXYTZrKhEeVpH4iRUNw,0.5
3bR58OxtViGfRERW0NQTQv,7LgNXYTZrKhEeVpH4iRUNw,1.0
3bR58OxtViGfRERW0NQTQv,23BC08XRevVsQ9o8k4YetF,0.5
7LgNXYTZrKhEeVpH4iRUNw,23BC08XRevVsQ9o8k4YetF,1.0
7LgNXYTZrKhEeVpH4iRUNw,4xgmC7eZpyCSQd6adoYJgQ,0.5
4l6Ni4ym9y3am94yvuKHcY,2RxfVCY2Wz34sNp3lD3PEh,1.0
4l6Ni4ym9y3am94yvuKHcY,1osYkIYegkLLnPutvItBta,0.5
0HAHp6TRszqzXnZx5SMQIo,2W52EYOY4jbGgQPSdhBQau,1.0
0HAHp6TRszqzXnZx5SMQIo,0ryUcfZ9p8qMUzYXXAnYLf,0.5
2W52EYOY4jbGgQPSdhBQau,0ryUcfZ9p8qMUzYXXAnYLf,1.0
2W52EYOY4jbGgQPSdhBQau,5rgoXdqJ2kHbnIkJY53BTg,0.5
0ryUcfZ9p8qMUzYXXAnYLf,5rgoXdqJ2kHbnIkJY53BTg,1.0
0ryUcfZ9p8qMUzYXXAnYLf,2GxGHdkQCorcHjOHFfIrZa,0.5
5rgoXdqJ2kHbnIkJY53BTg,2GxGHdkQCorcHjOHFfIrZa,1.0
5rgoXdqJ2kHbnIkJY53BTg,7pv80uUHfocFqfTytu1MVi,0.5
2GxGHdkQCorcHjOHFfIrZa,7pv80uUHfocFqfTytu1MVi,1.0
2GxGHdkQCorcHjOHFfIrZa,4riDQqc9PHQcztTt7FPxov,0.5
2zk7TQx9Xa4yxYmsjgDCPp,3kAanyOEw5Ee4zwxqG2scM,1.0
2zk7TQx9Xa4yxYmsjgDCPp,0S4YysfsVExB7oX0tairoB,0.5
3kAanyOEw5Ee4zwxqG2scM,0S4YysfsVExB7oX0tairoB,1.0
3kAanyOEw5Ee4zwxqG2scM,6p55IyL3J4at7aXW0vnTBs,0.5
0S4YysfsVExB7oX0tairoB,6p55IyL3J4at7aXW0vnTBs,1.0
0S4YysfsVExB7oX0tairoB,4teLlXfrxBgtHXhbJ1u523,0.5
71lyUtIPCMAYjTwwwxy2jW,70We9AqHenA4jcmXmKzJnZ,1.0
71lyUtIPCMAYjTwwwxy2jW,5EKg3cx2v8v48dqlKp6GjO,0.5
7whZvq9HRLK28XSDxpr1GR,2RxfVCY2Wz34sNp3lD3PEh,1.0
7whZvq9HRLK28XSDxpr1GR,43wNrzFHDA2tdz0kSQpkwJ,0.5
2RxfVCY2Wz34sNp3lD3PEh,43wNrzFHDA2tdz0kSQpkwJ,1.0
2RxfVCY2Wz34sNp3lD3PEh,6wbDqobV3CSsfX8jKB9KrF,0.5
4b2rTEG9vXwNYikfSDUdsP,1wSLX9nWj4EsvWwv4275HR,1.0
4b2rTEG9vXwNYikfSDUdsP,7wZIqkXJOFzhr49aWNpsTw,0.5
1wSLX9nWj4EsvWwv4275HR,7wZIqkXJOFzhr49aWNpsTw,1.0
1wSLX9nWj4EsvWwv4275HR,0L69GfeRq90IeRGwRXQH6g,0.5
7wZIqkXJOFzhr49aWNpsTw,0L69GfeRq90IeRGwRXQH6g,1.0
7wZIqkXJOFzhr49aWNpsTw,3jqg8gLVlGau6SyespptqN,0.5
0L69GfeRq90IeRGwRXQH6g,3jqg8gLVlGau6SyespptqN,1.0
0L69GfeRq90IeRGwRXQH6g,65SKbD0vQuoiXoijqQ9lii,0.5
3jqg8gLVlGau6SyespptqN,65SKbD0vQuoiXoijqQ9lii,1.0
3jqg8gLVlGau6SyespptqN,5dcZUsgcMW57ju0A379O7c,0.5
65SKbD0vQuoiXoijqQ9lii,5dcZUsgcMW57ju0A379O7c,1.0
65SKbD0vQuoiXoijqQ9lii,3I0FBDc1c1BLNtXWKVjmFg,0.5
5dcZUsgcMW57ju0A379O7c,3I0FBDc1c1BLNtXWKVjmFg,1.0
5dcZUsgcMW57ju0A379O7c,6ncNLU982iaD9WFb2gTwKd,0.5
3I0FBDc1c1BLNtXWKVjmFg,6ncNLU982iaD9WFb2gTwKd,1.0
3I0FBDc1c1BLNtXWKVjmFg,7sr74Bz3GBTNMQe1m4F5Ut,0.5
6ncNLU982iaD9WFb2gTwKd,7sr74Bz3GBTNMQe1m4F5Ut,1.0
6ncNLU982iaD9WFb2gTwKd,1R6nmC4HUGOGSKU02Wqa0v,0.5
0q3e8Pgy4sgy1dzq5JIWVC,5p7GiBZNL1afJJDUrOA6C8,1.0
0q3e8Pgy4sgy1dzq5JIWVC,4htrQYWuhYis2w8DqLhpoU,0.5
1xnZssHiiOxlQRYRgpGD1N,2mR7rBYfObmaGrQWHIBQHv,1.0
1xnZssHiiOxlQRYRgpGD1N,2JEdPACPOWnh9VsnlmCtsl,0.5
2mR7rBYfObmaGrQWHIBQHv,2JEdPACPOWnh9VsnlmCtsl,1.0
2mR7rBYfObmaGrQWHIBQHv,0ryUcfZ9p8qMUzYXXAnYLf,0.5
2JEdPACPOWnh9VsnlmCtsl,0ryUcfZ9p8qMUzYXXAnYLf,1.0
2JEdPACPOWnh9VsnlmCtsl,2ZPZvMqvT6JuUcm2WIt3Pe,0.5
0ryUcfZ9p8qMUzYXXAnYLf,2ZPZvMqvT6JuUcm2WIt3Pe,1.0
0ryUcfZ9p8qMUzYXXAnYLf,228nYWqXzsBS9Ha0SIpM7q,0.5
2ZPZvMqvT6JuUcm2WIt3Pe,228nYWqXzsBS9Ha0SIpM7q,1.0
2ZPZvMqvT6JuUcm2WIt3Pe,01AJvnKOeHtFe9stZ7AGfm,0.5
1Y63rJLx2KbigqvlXXwRNX,1YnhmaHKpNEroXiGqc3BLT,1.0
1Y63rJLx2KbigqvlXXwRNX,5cpB6MXX1RmdVHnTLcKtHC,0.5
1YnhmaHKpNEroXiGqc3BLT,5cpB6MXX1RmdVHnTLcKtHC,1.0
1YnhmaHKpNEroXiGqc3BLT,2VBMkgIQ2cT2uReXjniWsS,0.5
5cpB6MXX1RmdVHnTLcKtHC,2VBMkgIQ2cT2uReXjniWsS,1.0
5cpB6MXX1RmdVHnTLcKtHC,0TACyW6ygrDnma7UVOL4Nn,0.5
2VBMkgIQ2cT2uReXjniWsS,0TACyW6ygrDnma7UVOL4Nn,1.0
2VBMkgIQ2cT2uReXjniWsS,3I8yVFjvJoOBM9tX4ZpxEL,0.5
0TACyW6ygrDnma7UVOL4Nn,3I8yVFjvJoOBM9tX4ZpxEL,1.0
0TACyW6ygrDnma7UVOL4Nn,0f4g2DEM4CKzyOGCWKRMmL,0.5
3I8yVFjvJoOBM9tX4ZpxEL,0f4g2DEM4CKzyOGCWKRMmL,1.0
3I8yVFjvJoOBM9tX4ZpxEL,1P3eYnB5KiF4S2qZ7iQnOP,0.5
0f4g2DEM4CKzyOGCWKRMmL,1P3eYnB5KiF4S2qZ7iQnOP,1.0
0f4g2DEM4CKzyOGCWKRMmL,2rkQoNHHSSeMF2S2Gmd3yw,0.5
1P3eYnB5KiF4S2qZ7iQnOP,2rkQoNHHSSeMF2S2Gmd3yw,1.0
1P3eYnB5KiF4S2qZ7iQnOP,295X1Unp68kEphhkqdmibY,0.5
2rkQoNHHSSeMF2S2Gmd3yw,295X1Unp68kEphhkqdmibY,1.0
2rkQoNHHSSeMF2S2Gmd3yw,3InFcD65QGmnAC5NiFMEG9,0.5
295X1Unp68kEphhkqdmibY,3InFcD65QGmnAC5NiFMEG9,1.0
295X1Unp68kEphhkqdmibY,2mR7rBYfObmaGrQWHIBQHv,0.5
3InFcD65QGmnAC5NiFMEG9,2mR7rBYfObmaGrQWHIBQHv,1.0
3InFcD65QGmnAC5NiFMEG9,0yZYzvcDYJBwSvXCBOCXwX,0.5
2mR7rBYfObmaGrQWHIBQHv,0yZYzvcDYJBwSvXCBOCXwX,1.0
2mR7rBYfObmaGrQWHIBQHv,6ncNLU982iaD9WFb2gTwKd,0.5
0yZYzvcDYJBwSvXCBOCXwX,6ncNLU982iaD9WFb2gTwKd,1.0
0yZYzvcDYJBwSvXCBOCXwX,0AFLmw7dnTeg6iNSjY9Qyi,0.5
6ncNLU982iaD9WFb2gTwKd,0AFLmw7dnTeg6iNSjY9Qyi,1.0
6ncNLU982iaD9WFb2gTwKd,5iDz8YQok0VO7Gxp8Pmq41,0.5
0AFLmw7dnTeg6iNSjY9Qyi,5iDz8YQok0VO7Gxp8Pmq41,1.0
0AFLmw7dnTeg6iNSjY9Qyi,5RgriAx2GoIw4OGMH3UY7z,0.5
5iDz8YQok0VO7Gxp8Pmq41,5RgriAx2GoIw4OGMH3UY7z,1.0
5iDz8YQok0VO7Gxp8Pmq41,624w3LZtZ5Ij0N5LxhV5jx,0.5
4lHN90buToyId0wJsdl7ij,5EKg3cx2v8v48dqlKp6GjO,1.0
4lHN90buToyId0wJsdl7ij,2JL5OInj6ETNZe19D4066P,0.5
5EKg3cx2v8v48dqlKp6GjO,2JL5OInj6ETNZe19D4066P,1.0
5EKg3cx2v8v48dqlKp6GjO,6ncNLU982iaD9WFb2gTwKd,0.5
5rgoXdqJ2kHbnIkJY53BTg,2W52EYOY4jbGgQPSdhBQau,1.0
5rgoXdqJ2kHbnIkJY53BTg,3kAanyOEw5Ee4zwxqG2scM,0.5
2W52EYOY4jbGgQPSdhBQau,3kAanyOEw5Ee4zwxqG2scM,1.0
2W52EYOY4jbGgQPSdhBQau,2GxGHdkQCorcHjOHFfIrZa,0.5
3kAanyOEw5Ee4zwxqG2scM,2GxGHdkQCorcHjOHFfIrZa,1.0
3kAanyOEw5Ee4zwxqG2scM,6R1qYGx8abmNGz0yPNQQpL,0.5
2GxGHdkQCorcHjOHFfIrZa,6R1qYGx8abmNGz0yPNQQpL,1.0
2GxGHdkQCorcHjOHFfIrZa,6MDLO5bi8mGexqSwF9KmpH,0.5
6R1qYGx8abmNGz0yPNQQpL,6MDLO5bi8mGexqSwF9KmpH,1.0
6R1qYGx8abmNGz0yPNQQpL,0q3e8Pgy4sgy1dzq5JIWVC,0.5
6MDLO5bi8mGexqSwF9KmpH,0q3e8Pgy4sgy1dzq5JIWVC,1.0
6MDLO5bi8mGexqSwF9KmpH,49fueUd2ik003xurF75RB6,0.5
1N9WgSJAca6uaXFHTktS97,5EKg3cx2v8v48dqlKp6GjO,1.0
1N9WgSJAca6uaXFHTktS97,52eYVUkFTOVozbVFIaFrnV,0.5
5EKg3cx2v8v48dqlKp6GjO,52eYVUkFTOVozbVFIaFrnV,1.0
5EKg3cx2v8v48dqlKp6GjO,3kAanyOEw5Ee4zwxqG2scM,0.5
52eYVUkFTOVozbVFIaFrnV,3kAanyOEw5Ee4zwxqG2scM,1.0
52eYVUkFTOVozbVFIaFrnV,6ncNLU982iaD9WFb2gTwKd,0.5
3kAanyOEw5Ee4zwxqG2scM,6ncNLU982iaD9WFb2gTwKd,1.0
3kAanyOEw5Ee4zwxqG2scM,2JL5OInj6ETNZe19D4066P,0.5
6ncNLU982iaD9WFb2gTwKd,2JL5OInj6ETNZe19D4066P,1.0
6ncNLU982iaD9WFb2gTwKd,5ZGN5X1sh3r7W4M3HNcRbt,0.5
7pv80uUHfocFqfTytu1MVi,3qYPOrHBEwBwkfDI6taDRG,1.0
7pv80uUHfocFqfTytu1MVi,1mT6bWmDk49SpjrZGC96pa,0.5
6yvUcyZjT9dcmCwrjlh4T8,64HuyPl1Nkl2aDPLrADL3K,1.0
6yvUcyZjT9dcmCwrjlh4T8,1giYJQMmdnoLRLln48Umxj,0.5
7ux3GagFGzxUtHOpWSQNUS,2JmFRXaJrkAUD2cs6U20KG,1.0
7ux3GagFGzxUtHOpWSQNUS,7abPXehMoF3iV4LJddq8ar,0.5
2JmFRXaJrkAUD2cs6U20KG,7abPXehMoF3iV4LJddq8ar,1.0
2JmFRXaJrkAUD2cs6U20KG,1UbIqeYWepeKoIt399UUTI,0.5
7abPXehMoF3iV4LJddq8ar,1UbIqeYWepeKoIt399UUTI,1.0
7abPXehMoF3iV4LJddq8ar,7J4tdzGmAxpSf1kmSoTkRa,0.5
1UbIqeYWepeKoIt399UUTI,7J4tdzGmAxpSf1kmSoTkRa,1.0
1UbIqeYWepeKoIt399UUTI,3tg4YRULeUmUfMzwbvdBl7,0.5
7J4tdzGmAxpSf1kmSoTkRa,3tg4YRULeUmUfMzwbvdBl7,1.0
7J4tdzGmAxpSf1kmSoTkRa,49fueUd2ik003xurF75RB6,0.5
3tg4YRULeUmUfMzwbvdBl7,49fueUd2ik003xurF75RB6,1.0
3tg4YRULeUmUfMzwbvdBl7,1HGSEG87jSSNAjUZWTFE1y,0.5
6zSwnPvoqQ2bzvYMlt3u4u,20JilESvlybuZ3zYdMjtWb,1.0
